province;red;green;blue;x;x
5139;100;200;216;UNUSED;x
5140;200;100;16;UNUSED;x
5141;200;100;91;UNUSED;x
5142;200;100;166;UNUSED;x
5143;200;100;241;UNUSED;x
5144;200;100;41;UNUSED;x
5145;200;100;116;UNUSED;x
5146;200;100;191;UNUSED;x
5147;200;100;66;UNUSED;x
5148;200;100;141;UNUSED;x
5149;200;100;216;UNUSED;x
5150;100;200;15;UNUSED;x
5151;100;200;90;UNUSED;x
5152;100;200;165;UNUSED;x
5153;100;200;240;UNUSED;x
5154;100;200;40;UNUSED;x
5155;100;200;115;UNUSED;x
5156;100;200;190;UNUSED;x
5157;100;200;65;UNUSED;x
5158;100;200;140;UNUSED;x
5159;100;200;215;UNUSED;x
5160;200;100;15;UNUSED;x
5161;200;100;90;UNUSED;x
5162;200;100;165;UNUSED;x
5163;200;100;240;UNUSED;x
5164;200;100;40;UNUSED;x
5165;200;100;115;UNUSED;x
5166;200;100;190;UNUSED;x
5167;200;100;65;UNUSED;x
5168;200;100;140;UNUSED;x
5169;200;100;215;UNUSED;x
5170;100;200;14;UNUSED;x
5171;100;200;164;UNUSED;x
5172;100;200;89;UNUSED;x
5173;100;200;239;UNUSED;x
5174;100;200;39;UNUSED;x
5175;100;200;114;UNUSED;x
5176;100;200;189;UNUSED;x
5177;100;200;64;UNUSED;x
5178;100;200;139;UNUSED;x
5179;100;200;214;UNUSED;x
5180;200;100;14;UNUSED;x
5181;200;100;89;UNUSED;x
5182;200;100;164;UNUSED;x
5183;200;100;239;UNUSED;x
5184;200;100;39;UNUSED;x
5185;200;100;114;UNUSED;x
5186;200;100;189;UNUSED;x
5187;200;100;64;UNUSED;x
5188;200;100;139;UNUSED;x
5189;201;100;214;UNUSED;x
5190;100;200;13;UNUSED;x
5191;250;100;88;UNUSED;x
5192;100;200;163;UNUSED;x
5193;100;200;238;UNUSED;x
5194;100;200;38;UNUSED;x
5195;100;200;113;UNUSED;x
5196;100;200;188;UNUSED;x
5197;100;200;63;UNUSED;x
5198;100;120;138;UNUSED;x
5199;160;20;213;UNUSED;x
5200;200;100;13;UNUSED;x
5201;200;100;88;UNUSED;x
5202;200;100;163;UNUSED;x
5203;200;100;238;UNUSED;x
5204;200;100;38;UNUSED;x
5205;200;100;113;UNUSED;x
5206;200;100;188;UNUSED
5207;200;10;64;UNUSED;x
5208;200;100;138;UNUSED;x
5209;200;100;213;UNUSED;x
5210;100;200;12;UNUSED;x
5211;100;200;87;UNUSED;x
5212;100;200;162;UNUSED;x
5213;100;200;237;UNUSED;x
5214;100;200;37;UNUSED;x
5215;100;200;112;UNUSED;x
5216;100;200;187;UNUSED;x
5217;150;200;132;UNUSED;x
5218;100;200;137;UNUSED;x
5219;100;200;212;UNUSED;x
5220;200;100;12;UNUSED;x
5221;200;100;87;UNUSED;x
5222;200;100;162;UNUSED;x
5223;200;100;237;UNUSED;x
5224;200;100;37;UNUSED;x
5225;200;100;112;UNUSED;x
5226;200;100;187;UNUSED;x
5227;200;100;62;UNUSED;x
5228;200;100;137;UNUSED;x
5229;200;100;212;UNUSED;x
5230;100;200;11;UNUSED;x
5231;100;200;86;UNUSED;x
5232;100;200;161;UNUSED;x
5233;100;200;236;UNUSED;x
5234;100;200;36;UNUSED;x
5235;100;200;111;UNUSED;x
5236;100;200;186;UNUSED;x
5237;100;200;61;UNUSED;x
5238;100;200;136;UNUSED;x
5239;100;200;211;UNUSED;x
5240;200;100;11;UNUSED;x
5241;200;100;86;UNUSED;x
5242;200;100;161;UNUSED;x
5243;200;100;236;UNUSED;x
5244;200;100;36;UNUSED;x
5245;200;220;221;UNUSED;x
5246;200;100;186;UNUSED;x
5247;200;100;61;UNUSED;x
5248;200;100;136;UNUSED;x
5249;200;100;211;UNUSED;x
5250;100;200;10;UNUSED;x
5251;100;200;85;UNUSED;x
5252;100;200;160;UNUSED;x
5253;100;200;235;UNUSED;x
5254;160;210;135;UNUSED;x
5255;100;200;110;UNUSED;x
5256;100;200;185;UNUSED;x
5257;100;200;60;UNUSED;x
5258;100;200;135;UNUSED;x
5259;100;200;210;UNUSED;x
5260;200;100;10;UNUSED;x
5261;200;100;85;UNUSED;x
5262;200;100;160;UNUSED;x
5263;200;100;235;UNUSED;x
5264;200;100;35;UNUSED;x
5265;200;100;110;UNUSED;x
5266;200;100;185;UNUSED;x
5267;200;100;60;UNUSED;x
5268;200;100;135;UNUSED;x
5269;200;190;210;UNUSED;x
5270;100;200;9;UNUSED;x
5271;100;200;84;UNUSED;x
5272;100;200;159;UNUSED;x
5273;100;200;234;UNUSED;x
5274;100;200;34;UNUSED;x
5275;100;200;109;UNUSED;x
5276;100;200;184;UNUSED;x
5277;100;200;59;UNUSED;x
5278;100;200;134;UNUSED;x
5279;100;200;209;UNUSED;x
5280;200;100;9;UNUSED;x
5281;200;100;84;UNUSED;x
5282;200;100;159;UNUSED;x
5283;200;100;234;UNUSED;x
5284;200;100;34;UNUSED;x
5285;200;100;109;UNUSED;x
5286;200;100;184;UNUSED;x
5287;200;100;59;UNUSED;x
5288;200;100;134;UNUSED;x
5289;200;100;209;UNUSED;x
5290;100;200;8;UNUSED;x
5291;100;200;83;UNUSED;x
5292;100;200;158;UNUSED;x
5293;100;200;233;UNUSED;x
5294;100;200;33;UNUSED;x
5295;100;200;108;UNUSED;x
5296;100;200;183;UNUSED;x
5297;100;200;58;UNUSED;x
5298;100;200;133;UNUSED;x
5299;100;200;208;UNUSED;x
5300;200;100;8;UNUSED;x
5301;200;100;83;UNUSED;x
5302;200;100;158;UNUSED;x
5303;200;100;233;UNUSED;x
5304;200;100;33;UNUSED;x
5305;200;100;108;UNUSED;x
5306;200;100;183;UNUSED;x
5307;200;100;58;UNUSED;x
5308;200;100;133;UNUSED;x
5309;200;100;208;UNUSED;x
5310;100;200;7;UNUSED;x
5311;100;200;82;UNUSED;x
5312;100;200;157;UNUSED;x
5313;100;200;232;UNUSED;x
5314;100;200;32;UNUSED;x
5315;100;200;107;UNUSED;x
5316;100;200;182;UNUSED;x
5317;100;200;57;UNUSED;x
5318;100;200;132;UNUSED;x
5319;100;200;207;UNUSED;x
5320;200;100;7;UNUSED;x
5321;200;100;82;UNUSED;x
5322;200;100;157;UNUSED;x
5323;200;100;232;UNUSED;x
5324;200;100;32;UNUSED;x
5325;200;100;107;UNUSED;x
5326;200;100;182;UNUSED;x
5327;200;100;57;UNUSED;x
5328;200;100;132;UNUSED;x
5329;200;100;207;UNUSED;x
5330;100;200;6;UNUSED;x
5331;100;200;81;UNUSED;x
5332;100;200;156;UNUSED;x
5333;100;200;231;UNUSED;x
5334;100;200;31;UNUSED;x
5335;100;200;106;UNUSED;x
5336;100;200;181;UNUSED;x
5337;100;200;56;UNUSED;x
5338;100;200;131;UNUSED;x
5339;100;200;206;UNUSED;x
5340;200;100;6;UNUSED;x
5341;200;100;81;UNUSED;x
5342;200;100;156;UNUSED;x
5343;200;100;231;UNUSED;x
5344;200;100;31;UNUSED;x
5345;200;100;106;UNUSED;x
5346;200;100;181;UNUSED;x
5347;200;100;56;UNUSED;x
5348;200;100;131;UNUSED;x
5349;200;100;206;UNUSED;x
5350;100;200;5;UNUSED;x
5351;100;200;80;UNUSED;x
5352;100;200;155;UNUSED;x
5353;100;200;230;UNUSED;x
5354;100;200;30;UNUSED;x
5355;100;200;105;UNUSED;x
5356;100;200;180;UNUSED;x
5357;100;200;55;UNUSED;x
5358;100;200;130;UNUSED;x
5359;100;200;205;UNUSED;x
5360;200;100;5;UNUSED;x
5361;200;100;80;UNUSED;x
5362;200;100;155;UNUSED;x
5363;200;100;230;UNUSED;x
5364;200;100;30;UNUSED;x
5365;200;100;105;UNUSED;x
5366;200;100;180;UNUSED;x
5367;200;100;55;UNUSED;x
5368;200;100;130;UNUSED;x
5369;200;100;205;UNUSED;x
5370;100;200;4;UNUSED;x
5371;100;200;79;UNUSED;x
5372;100;200;154;UNUSED;x
5373;100;200;229;UNUSED;x
5374;100;200;29;UNUSED;x
5375;100;200;104;UNUSED;x
5376;100;200;179;UNUSED;x
5377;100;200;54;UNUSED;x
5378;100;200;129;UNUSED;x
5379;100;200;204;UNUSED;x
5380;200;100;4;UNUSED;x
5381;200;100;79;UNUSED;x
5382;200;100;154;UNUSED;x
5383;200;100;229;UNUSED;x
5384;200;100;29;UNUSED;x
5385;200;100;104;UNUSED;x
5386;200;100;179;UNUSED;x
5387;200;100;54;UNUSED;x
5388;200;100;129;UNUSED;x
5389;200;100;204;UNUSED;x
5390;100;200;3;UNUSED;x
5391;100;200;78;UNUSED;x
5392;100;200;153;UNUSED;x
5393;100;200;228;UNUSED;x
5394;100;200;28;UNUSED;x
5395;100;200;103;UNUSED;x
5396;100;200;178;UNUSED;x
5397;100;200;53;UNUSED;x
5398;100;200;128;UNUSED;x
5399;100;200;203;UNUSED;x
5400;200;100;3;UNUSED;x
5401;200;100;78;UNUSED;x
5402;200;100;153;UNUSED;x
5403;200;100;228;UNUSED;x
5404;200;100;28;UNUSED;x
5405;200;100;103;UNUSED;x
5406;200;100;178;UNUSED;x
5407;200;100;53;UNUSED;x
5408;200;100;128;UNUSED;x
5409;200;100;203;UNUSED;x
5410;100;200;2;UNUSED;x
5411;100;200;77;UNUSED;x
5412;100;200;152;UNUSED;x
5413;100;200;227;UNUSED;x
5414;100;200;27;UNUSED;x
5415;100;200;102;UNUSED;x
5416;100;200;177;UNUSED;x
5417;100;200;52;UNUSED;x
5418;100;200;127;UNUSED;x
5419;100;200;202;UNUSED;x
5420;200;100;2;UNUSED;x
5421;200;100;77;UNUSED;x
5422;200;100;152;UNUSED;x
5423;200;100;227;UNUSED;x
5424;200;100;27;UNUSED;x
5425;200;100;102;UNUSED;x
5426;200;100;177;UNUSED;x
5427;200;100;52;UNUSED;x
5428;200;100;127;UNUSED;x
5429;200;100;202;UNUSED;x
5430;100;200;1;UNUSED;x
5431;100;200;76;UNUSED;x
5432;100;200;151;UNUSED;x
5433;100;200;226;UNUSED;x
5434;100;200;26;UNUSED;x
5435;100;200;101;UNUSED;x
5436;100;200;176;UNUSED;x
5437;100;200;51;UNUSED;x
5438;100;200;126;UNUSED;x
5439;100;200;201;UNUSED;x
5440;200;100;1;UNUSED;x
5441;200;100;76;UNUSED;x
5442;200;100;151;UNUSED;x
5443;200;100;226;UNUSED;x
5444;200;100;26;UNUSED;x
5445;200;100;101;UNUSED;x
5446;200;100;176;UNUSED;x
5447;200;100;51;UNUSED;x
5448;200;100;126;UNUSED;x
5449;200;100;201;UNUSED;x
5450;250;89;89;UNUSED;x
5451;250;94;94;UNUSED;x
5452;50;50;249;UNUSED;x
5453;55;55;249;UNUSED;x
5454;60;60;249;UNUSED;x
5455;65;65;249;UNUSED;x
5456;71;71;249;UNUSED;x
5457;75;75;249;UNUSED;x
5458;80;80;249;UNUSED;x
5459;85;85;249;UNUSED;x
5460;90;90;249;UNUSED;x
5461;95;95;249;UNUSED;x
5462;100;100;249;UNUSED;x
5463;50;50;248;UNUSED;x
5464;55;55;248;UNUSED;x
5465;60;60;248;UNUSED;x
5466;65;65;248;UNUSED;x
5467;71;71;248;UNUSED;x
5468;75;75;248;UNUSED;x
5469;80;80;248;UNUSED;x
5470;85;85;248;UNUSED;x
5471;90;90;248;UNUSED;x
5472;95;95;248;UNUSED;x
5473;100;100;248;UNUSED;x
5474;50;50;247;UNUSED;x
5475;55;55;247;UNUSED;x
5476;60;60;247;UNUSED;x
5477;65;65;247;UNUSED;x
5478;71;71;247;UNUSED;x
5479;75;75;247;UNUSED;x
5480;80;80;247;UNUSED;x
5481;85;85;247;UNUSED;x
5482;90;90;247;UNUSED;x
5483;95;95;247;UNUSED;x
5484;100;100;247;UNUSED;x
5485;50;50;246;UNUSED;x
5486;55;55;246;UNUSED;x
5487;60;60;246;UNUSED;x
5488;65;65;246;UNUSED;x
5489;71;71;246;UNUSED;x
5490;75;75;246;UNUSED;x
5491;80;80;246;UNUSED;x
5492;85;85;246;UNUSED;x
5493;90;246;246;UNUSED;x
5494;95;95;246;UNUSED;x
5495;99;246;246;UNUSED;x
5496;50;50;245;UNUSED;x
5497;55;55;245;UNUSED;x
5498;60;60;245;UNUSED;x
5499;65;65;245;UNUSED;x
5500;71;71;245;UNUSED;x
5501;75;75;245;UNUSED;x
5502;80;80;245;UNUSED;x
5503;85;85;245;UNUSED;x
5504;90;90;245;UNUSED;x
5505;95;95;245;UNUSED;x
5506;100;101;245;UNUSED;x
5507;249;50;50;UNUSED;x
5508;249;55;55;UNUSED;x
5509;249;60;60;UNUSED;x
5510;249;65;65;UNUSED;x
5511;249;70;70;UNUSED;x
5512;249;75;75;UNUSED;x
5513;249;80;80;UNUSED;x
5514;249;85;85;UNUSED;x
5515;249;90;90;UNUSED;x
5516;249;95;95;UNUSED;x
5517;249;100;100;UNUSED;x
5518;248;50;50;UNUSED;x
5519;248;55;55;UNUSED;x
5520;248;60;60;UNUSED;x
5521;248;65;65;UNUSED;x
5522;248;70;70;UNUSED;x
5523;248;75;75;UNUSED;x
5524;248;80;80;UNUSED;x
5525;248;85;85;UNUSED;x
5526;248;90;90;UNUSED;x
5527;248;95;95;UNUSED;x
5528;248;100;100;UNUSED;x
5529;247;50;50;UNUSED;x
5530;247;155;55;UNUSED;x
5531;247;60;60;UNUSED;x
5532;247;65;65;UNUSED;x
5533;247;70;70;UNUSED;x
5534;247;75;75;UNUSED;x
5535;247;80;80;UNUSED;x
5536;247;185;85;UNUSED;x
5537;247;90;90;UNUSED;x
5538;247;95;95;UNUSED;x
5539;247;100;100;UNUSED;x
5540;246;50;50;UNUSED;x
5541;246;55;55;UNUSED;x
5542;246;160;60;UNUSED;x
5543;246;65;65;UNUSED;x
5544;246;170;70;UNUSED;x
5545;246;75;75;UNUSED;x
5546;246;80;80;UNUSED;x
5547;246;85;85;UNUSED;x
5548;246;190;90;UNUSED;x
5549;246;95;95;UNUSED;x
5550;246;100;100;UNUSED;x
5551;245;50;50;UNUSED;x
5552;245;55;55;UNUSED;x
5553;245;159;60;UNUSED;x
5554;245;65;65;UNUSED;x
5555;245;170;70;UNUSED;x
5556;245;75;175;UNUSED;x
5557;245;80;80;UNUSED;x
5558;245;85;185;UNUSED;x
5559;245;90;90;UNUSED;x
5560;45;195;95;UNUSED;x
5561;245;100;100;UNUSED;x
5562;100;100;25;UNUSED;x
5563;100;100;100;UNUSED
5564;100;100;175;UNUSED;x
5565;100;100;255;UNUSED
5566;100;100;50;UNUSED;x
5567;100;100;125;UNUSED;x
5568;100;100;200;UNUSED;x
5569;100;100;75;UNUSED;x
5570;100;100;150;UNUSED;x
5571;100;100;225;UNUSED;x
5572;200;200;25;UNUSED;x
5573;200;200;100;UNUSED;x
5574;200;200;175;UNUSED;x
5575;200;200;255;UNUSED;x
5576;200;200;50;UNUSED;x
5577;200;200;125;UNUSED;x
5578;200;200;200;UNUSED;x
5579;200;200;75;UNUSED;x
5580;200;200;150;UNUSED;x
5581;200;200;225;UNUSED;x
5582;100;100;24;UNUSED;x
5583;100;100;99;UNUSED;x
5584;100;100;174;UNUSED;x
5585;100;100;254;UNUSED;x
5586;100;100;49;UNUSED;x
5587;100;100;124;UNUSED;x
5588;100;100;199;UNUSED;x
5589;100;100;74;UNUSED;x
5590;100;100;149;UNUSED;x
5591;100;100;224;UNUSED;x
5592;200;200;24;UNUSED;x
5593;200;200;99;UNUSED;x
5594;200;200;174;UNUSED;x
5595;200;200;254;UNUSED;x
5596;200;200;49;UNUSED;x
5597;200;200;124;UNUSED;x
5598;200;200;199;UNUSED;x
5599;200;200;74;UNUSED;x
5600;200;200;149;UNUSED;x
5601;200;200;224;UNUSED;x
5602;100;100;23;UNUSED;x
5603;100;100;98;UNUSED;x
5604;100;100;173;UNUSED;x
5605;100;100;253;UNUSED;x
5606;100;100;48;UNUSED;x
5607;100;100;123;UNUSED;x
5608;100;100;198;UNUSED;x
5609;100;100;73;UNUSED;x
5610;100;100;148;UNUSED;x
5611;100;100;223;UNUSED;x
5612;200;200;23;UNUSED;x
5613;200;200;98;UNUSED;x
5614;200;200;173;UNUSED;x
5615;200;200;253;UNUSED;x
5616;200;200;48;UNUSED;x
5617;200;200;123;UNUSED;x
5618;200;200;198;UNUSED;x
5619;200;200;73;UNUSED;x
5620;200;200;148;UNUSED;x
5621;200;200;223;UNUSED;x
5622;100;100;22;UNUSED;x
5623;100;100;97;UNUSED;x
5624;100;100;172;UNUSED;x
5625;100;100;252;UNUSED;x
5626;100;100;47;UNUSED;x
5627;100;100;122;UNUSED;x
5628;100;100;197;UNUSED;x
5629;100;100;72;UNUSED;x
5630;100;100;147;UNUSED;x
5631;100;100;222;UNUSED;x
5632;200;200;22;UNUSED;x
5633;200;200;97;UNUSED;x
5634;200;200;172;UNUSED;x
5635;200;200;252;UNUSED;x
5636;200;200;47;UNUSED;x
5637;200;200;122;UNUSED;x
5638;200;200;197;UNUSED;x
5639;200;200;72;UNUSED;x
5640;200;200;147;UNUSED;x
5641;200;200;222;UNUSED;x
5642;100;100;21;UNUSED;x
5643;100;100;96;UNUSED;x
5644;100;100;171;UNUSED;x
5645;100;100;251;UNUSED;x
5646;100;100;46;UNUSED;x
5647;100;100;121;UNUSED;x
5648;100;100;196;UNUSED;x
5649;100;100;71;UNUSED;x
5650;100;100;146;UNUSED;x
5651;100;100;221;UNUSED;x
5652;200;200;21;UNUSED;x
5653;200;200;96;UNUSED;x
5654;200;200;171;UNUSED;x
5655;200;200;251;UNUSED;x
5656;200;200;46;UNUSED;x
5657;200;200;121;UNUSED;x
5658;200;200;196;UNUSED;x
5659;200;200;71;UNUSED;x
5660;200;200;146;UNUSED;x
5661;200;200;221;UNUSED;x
5662;100;100;20;UNUSED;x
5663;100;100;95;UNUSED;x
5664;100;100;170;UNUSED;x
5665;107;1;1;UNUSED;x
5666;100;100;45;UNUSED;x
5667;100;100;120;UNUSED;x
5668;100;100;195;UNUSED;x
5669;100;100;70;UNUSED;x
5670;100;100;145;UNUSED;x
5671;100;100;220;UNUSED;x
5672;200;200;20;UNUSED;x
5673;200;200;95;UNUSED;x
5674;200;200;170;UNUSED;x
5675;200;200;250;UNUSED;x
5676;200;200;45;UNUSED;x
5677;200;200;120;UNUSED;x
5678;200;200;195;UNUSED;x
5679;200;200;70;UNUSED;x
5680;200;200;145;UNUSED;x
5681;200;200;220;UNUSED;x
5682;100;100;19;UNUSED;x
5683;100;100;94;UNUSED;x
5684;100;100;169;UNUSED;x
5685;108;1;1;UNUSED;x
5686;100;100;44;UNUSED;x
5687;100;100;119;UNUSED;x
5688;100;100;194;UNUSED;x
5689;100;100;69;UNUSED;x
5690;100;100;144;UNUSED;x
5691;100;100;219;UNUSED;x
5692;200;200;19;UNUSED;x
5693;200;200;94;UNUSED;x
5694;200;200;169;UNUSED;x
5695;200;200;249;UNUSED;x
5696;200;200;44;UNUSED;x
5697;200;200;119;UNUSED;x
5698;200;200;194;UNUSED;x
5699;200;200;69;UNUSED;x
5700;200;200;144;UNUSED;x
5701;200;200;219;UNUSED;x
5702;100;100;18;UNUSED;x
5703;100;100;93;UNUSED;x
5704;100;100;168;UNUSED;x
5705;109;1;1;UNUSED;x
5706;100;100;43;UNUSED;x
5707;100;100;118;UNUSED;x
5708;100;100;193;UNUSED;x
5709;100;100;68;UNUSED;x
5710;100;100;143;UNUSED;x
5711;100;100;218;UNUSED;x
5712;200;200;18;UNUSED;x
5713;200;200;93;UNUSED;x
5714;200;200;168;UNUSED;x
5715;200;200;248;UNUSED;x
5716;200;200;43;UNUSED;x
5717;200;200;118;UNUSED;x
5718;200;200;193;UNUSED;x
5719;200;200;68;UNUSED;x
5720;200;200;143;UNUSED;x
5721;200;200;218;UNUSED;x
5722;100;100;17;UNUSED;x
5723;100;100;92;UNUSED;x
5724;100;100;167;UNUSED;x
5725;110;1;1;UNUSED;x
5726;100;100;42;UNUSED;x
5727;100;100;117;UNUSED;x
5728;100;100;192;UNUSED;x
5729;100;100;67;UNUSED;x
5730;100;100;142;UNUSED;x
5731;100;100;217;UNUSED;x
5732;200;200;17;UNUSED;x
5733;200;200;92;UNUSED;x
5734;200;200;167;UNUSED;x
5735;200;200;247;UNUSED;x
5736;200;200;42;UNUSED;x
5737;200;200;117;UNUSED;x
5738;200;200;192;UNUSED;x
5739;200;200;67;UNUSED;x
5740;200;200;142;UNUSED;x
5741;200;200;217;UNUSED;x
5742;100;100;16;UNUSED;x
5743;100;100;91;UNUSED;x
5744;100;100;166;UNUSED;x
5745;100;100;246;UNUSED;x
5746;100;100;41;UNUSED;x
5747;100;100;116;UNUSED;x
5748;100;100;191;UNUSED;x
5749;100;100;66;UNUSED;x
5750;100;100;141;UNUSED;x
5751;100;100;216;UNUSED;x
5752;200;200;16;UNUSED;x
5753;200;200;91;UNUSED;x
5754;200;200;166;UNUSED;x
5755;200;200;246;UNUSED;x
5756;200;200;41;UNUSED;x
5757;200;200;116;UNUSED;x
5758;200;200;191;UNUSED;x
5759;200;200;66;UNUSED;x
5760;200;200;141;UNUSED;x
5761;200;200;216;UNUSED;x
5762;100;100;15;UNUSED;x
5763;100;100;90;UNUSED;x
5764;100;100;165;UNUSED;x
5765;100;100;245;UNUSED;x
5766;100;100;40;UNUSED;x
5767;100;100;115;UNUSED;x
5768;100;100;190;UNUSED;x
5769;100;100;65;UNUSED;x
5770;100;100;140;UNUSED;x
5771;100;100;215;UNUSED;x
5772;200;200;15;UNUSED;x
5773;200;200;90;UNUSED;x
5774;200;200;165;UNUSED;x
5775;200;200;245;UNUSED;x
5776;200;200;40;UNUSED;x
5777;200;200;115;UNUSED;x
5778;200;200;190;UNUSED;x
5779;200;200;65;UNUSED;x
5780;200;200;140;UNUSED;x
5781;200;200;215;UNUSED;x
5782;100;100;14;UNUSED;x
5783;100;100;89;UNUSED;x
5784;100;100;164;UNUSED;x
5785;100;100;244;UNUSED;x
5786;100;100;39;UNUSED;x
5787;100;100;114;UNUSED;x
5788;100;100;189;UNUSED;x
5789;100;100;64;UNUSED;x
5790;100;100;139;UNUSED;x
5791;100;100;214;UNUSED;x
5792;200;200;14;UNUSED;x
5793;200;200;89;UNUSED;x
5794;200;200;164;UNUSED;x
5795;200;200;244;UNUSED;x
5796;200;200;39;UNUSED;x
5797;200;200;114;UNUSED;x
5798;200;200;189;UNUSED;x;x
5799;200;200;64;UNUSED;x
5800;200;200;139;UNUSED;x
5801;200;200;214;UNUSED;x
5802;100;100;13;UNUSED;x
5803;100;100;88;UNUSED;x
5804;100;100;163;UNUSED;x
5805;100;100;243;UNUSED;x
5806;100;100;38;UNUSED;x
5807;100;100;113;UNUSED;x
5808;100;100;188;UNUSED;x
5809;100;100;63;UNUSED;x
5810;100;100;138;UNUSED;x
5811;100;100;213;UNUSED;x
5812;200;200;13;UNUSED;x
5813;200;200;88;UNUSED;x
5814;200;200;163;UNUSED;x
5815;200;200;243;UNUSED;x
5816;200;200;38;UNUSED;x
5817;200;200;113;UNUSED;x
5818;200;200;188;UNUSED;x
5819;200;200;63;UNUSED;x
5820;200;200;138;UNUSED;x
5821;200;200;213;UNUSED;x
5822;100;100;12;UNUSED;x
5823;100;100;87;UNUSED;x
5824;100;100;162;UNUSED;x
5825;100;100;242;UNUSED;x
5826;100;100;37;UNUSED;x
5827;100;100;112;UNUSED;x
5828;100;100;187;UNUSED;x
5829;100;100;62;UNUSED;x
5830;100;100;137;UNUSED;x
5831;100;100;212;UNUSED;x
5832;200;200;12;UNUSED;x
5833;200;200;87;UNUSED;x
5834;200;200;162;UNUSED;x
5835;200;200;242;UNUSED;x
5836;200;200;37;UNUSED;x
5837;200;200;112;UNUSED;x
5838;200;200;187;UNUSED;x
5839;200;200;62;UNUSED;x
5840;200;200;137;UNUSED;x
5841;200;200;212;UNUSED;x
5842;100;100;11;UNUSED;x
5843;100;100;86;UNUSED;x
5844;100;100;161;UNUSED;x
5845;100;100;241;UNUSED;x
5846;100;100;36;UNUSED;x
5847;100;100;111;UNUSED;x
5848;100;100;186;UNUSED;x
5849;100;100;61;UNUSED;x
5850;100;100;136;UNUSED;x
5851;100;100;211;UNUSED;x
5852;200;200;11;UNUSED;x
5853;200;200;86;UNUSED;x
5854;200;200;161;UNUSED;x
5855;200;200;241;UNUSED;x
5856;200;200;36;UNUSED;x
5857;200;200;111;UNUSED;x
5858;200;200;186;UNUSED;x
5859;200;200;61;UNUSED;x
5860;200;200;136;UNUSED;x
5861;200;200;211;UNUSED;x
5862;100;100;10;UNUSED;x
5863;100;100;85;UNUSED;x
5864;100;100;160;UNUSED;x
5865;100;100;240;UNUSED;x
5866;100;100;35;UNUSED;x
5867;100;100;110;UNUSED;x
5868;100;100;185;UNUSED;x
5869;100;100;60;UNUSED;x
5870;100;100;135;UNUSED;x
5871;100;100;210;UNUSED;x
5872;200;200;10;UNUSED;x
5873;200;200;85;UNUSED;x
5874;200;200;160;UNUSED;x
5875;200;200;240;UNUSED;x
5876;200;200;35;UNUSED;x
5877;200;200;110;UNUSED
5878;200;200;185;UNUSED;x
5879;200;200;60;UNUSED;x
5880;200;200;135;UNUSED;x
5881;200;200;210;UNUSED;x
5882;100;100;9;UNUSED;x
5883;100;100;84;UNUSED;x
5884;100;100;159;UNUSED;x
5885;100;100;239;UNUSED;x
5886;100;100;34;UNUSED;x
5887;100;100;109;UNUSED;x
5888;100;100;184;UNUSED;x
5889;100;100;59;UNUSED;x
5890;100;100;134;UNUSED;x
5891;100;100;209;UNUSED;x
5892;200;200;9;UNUSED;x
5893;200;200;84;UNUSED;x
5894;200;200;159;UNUSED;x
5895;200;200;239;UNUSED;x
5896;200;200;34;UNUSED;x
5897;200;200;109;UNUSED;x
5898;200;200;184;UNUSED;x
5899;200;200;59;UNUSED;x
5900;200;200;134;UNUSED;x
5901;200;200;209;UNUSED;x
5902;180;100;89;UNUSED;x
5903;103;100;65;UNUSED;x
5904;100;150;59;UNUSED;x
5905;170;103;239;UNUSED;x
5906;150;108;14;UNUSED;x
5907;17;160;19;UNUSED;x
5908;170;07;184;UNUSED;x
5909;76;102;59;UNUSED;x
5910;120;174;62;UNUSED;x
5911;190;120;29;UNUSED;x
5912;113;1;1;UNUSED;x
5913;114;1;1;UNUSED;x
5914;115;1;1;UNUSED;x
5915;116;1;1;UNUSED;x
5916;117;1;1;UNUSED;x
5917;118;1;1;UNUSED;x
5918;119;111;1;UNUSED;x
5919;120;1;1;UNUSED;x
5920;49;113;152;UNUSED;x
5921;114;233;224;UNUSED;x
5922;196;89;149;UNUSED;x
5923;68;83;208;UNUSED;x
5924;183;142;173;UNUSED;x
5925;5;110;95;UNUSED;x
5926;63;106;171;UNUSED;x
5927;213;192;69;UNUSED;x
5928;163;207;101;UNUSED;x
5929;16;56;152;UNUSED;x
5930;133;103;47;UNUSED;x
5931;168;94;55;UNUSED;x
5932;2;2;54;UNUSED;x
5933;224;195;90;UNUSED;x
5934;135;237;146;UNUSED;x
5935;110;57;172;UNUSED;x
5936;125;181;184;UNUSED;x
5937;102;172;232;UNUSED;x 
5938;8;62;113;UNUSED;x
5939;61;44;219;UNUSED;x 
5940;70;182;116;UNUSED;x 
5941;139;112;214;UNUSED;x 
5942;244;166;39;UNUSED;x 
5943;239;17;249;UNUSED;x 
5944;33;148;220;UNUSED;x 
5945;86;237;152;UNUSED;x 
5946;2;64;153;UNUSED;x
5947;161;203;131;UNUSED;x
5948;170;119;136;UNUSED;x
5949;70;151;233;UNUSED;x
5950;31;155;158;UNUSED
5951;195;42;127;UNUSED;x
5952;233;33;46;UNUSED;x
5953;142;9;78;UNUSED;x
5954;45;81;2;UNUSED;x
5955;211;90;229;UNUSED;x
5956;223;237;102;UNUSED;x
5957;52;68;77;UNUSED;x
5958;174;84;74;UNUSED;x
5959;108;142;212;UNUSED;x
5960;254;131;7;UNUSED;x
